popn	len	wt
9	322	292
9	333	339
9	354	398
9	357	404
9	381	549
9	392	559
9	394	594
9	409	615
9	410	686
9	412	636
9	429	769
9	442	849
9	401	540
9	423	745
9	448	898
9	492	1010
9	403	601
9	500	1212
9	519	1522
9	540	1523
9	452	1048
9	458	942
9	480	990
9	502	1268
9	504	1292
9	458	982
9	607	2215
9	568	1847
9	516	1306
9	540	1771
9	548	1582
9	296	193
9	303	214
9	312	250
9	317	246
9	321	261
9	334	264
9	352	339
9	357	398
9	317	290
9	329	288
9	368	470
9	309	224
9	326	261
9	334	301
9	347	349
9	361	430
9	366	392
9	370	452
9	378	487
9	419	593
9	428	749
9	428	779
9	437	698
9	426	753
9	427	758
9	440	1001
9	444	972
9	448	808
9	449	923
9	457	943
9	462	1062
9	468	1008
9	468	1222
9	472	1102
9	474	1118
9	477	1097
9	481	1040
9	484	1185
9	470	912
9	478	994
9	482	1207
9	508	1463
9	483	1189
9	488	1177
9	488	1236
9	490	1167
9	490	1177
9	503	1137
9	503	1232
9	505	1333
9	508	1442
9	512	1412
9	521	1450
9	522	1412
9	527	1642
9	530	1505
9	532	1463
9	539	1377
9	510	1401
9	523	1510
9	527	1470
9	543	1791
9	548	1687
9	560	1808
9	584	2058
9	590	2097
9	590	2294
9	548	1818
9	540	1666
9	554	1936
9	614	2454
9	653	3130
9	493	1533
9	474	1243
9	550	1705
9	539	1762
9	510	1609
9	523	1659
9	513	1452
9	515	1497
9	498	1433
9	493	1338
9	523	1689
9	495	1194
9	533	1479
9	472	1033
9	483	1117
9	505	1508
9	473	1101
9	493	1297
9	503	1496
9	495	1055
9	533	1656
9	487	1399
9	502	1431
9	530	1487
9	478	1283
9	497	1363
9	518	1377
9	465	1102
9	517	1462
9	474	1043
9	488	1223
9	557	1953
9	524	1505
9	523	1612
9	506	1610
9	524	1526
9	513	1627
9	524	1638
9	515	1534
9	519	1402
9	557	1701
9	556	1780
9	543	1794
9	487	1008
9	578	2243
9	557	1785
9	605	2513
9	638	2681
9	608	2470
9	583	1983
9	542	1483
9	655	2939
9	557	1920
9	517	1224
9	564	2014
9	583	2014
9	589	2015
9	597	2457
9	601	2515
9	535	1618
9	594	2073
9	563	1688
9	537	1980
9	575	1982
9	580	1953
9	566	1885
9	571	2178
9	599	2342
9	472	984
9	477	1178
9	487	1100
9	483	1075
9	484	1079
9	455	917
9	467	1090
9	474	1220
9	494	1189
9	435	773
9	473	1173
9	476	1109
9	477	1103
9	497	1394
9	422	829
9	470	1288
9	508	1362
9	468	1062
9	480	1079
9	457	1137
9	457	932
9	485	1197
9	477	1092
9	477	1318
9	457	947
9	467	1200
9	450	986
9	474	1012
9	482	1132
9	503	1335
9	446	896
9	423	754
9	466	986
9	461	987
9	477	1159
9	462	1134
9	477	1090
9	433	773
9	525	1442
9	493	1119
9	517	1238
9	527	1484
9	495	1361
9	537	1673
9	525	1501
9	458	1034
9	522	1449
9	512	1322
9	512	1300
9	505	1368
9	534	1593
9	448	1085
9	522	1606
9	515	1367
9	528	1470
9	467	843
9	507	1361
9	523	1574
9	540	1694
9	437	905
9	497	1344
9	582	2254
9	601	2202
9	598	2551
9	355	410
9	362	390
9	342	424
9	338	375
9	333	345
9	378	464
9	332	325
9	325	281
9	405	645
9	417	691
9	432	886
9	419	731
9	434	742
9	432	875
9	462	1065
9	457	1070
9	415	695
9	457	906
9	427	847
9	418	686
9	477	1008
9	405	595
9	418	676
9	404	692
9	413	671
9	491	1257
9	417	737
9	433	858
9	453	835
9	437	714
9	468	1002
9	454	759
9	440	785
9	433	639
9	457	951
9	456	905
9	465	958
9	456	813
9	457	979
9	462	883
9	465	1029
9	471	985
9	462	962
9	468	1021
9	463	966
9	457	901
9	473	1044
9	435	715
9	460	865
9	524	1409
9	456	1017
9	459	966
9	408	715
9	460	833
9	452	868
9	435	785
9	454	950
9	507	1402
9	480	1004
9	483	1136
9	603	2484
9	518	1484
9	614	2210
9	665	3582
9	372	511
9	352	388
9	372	453
9	382	503
9	337	332
9	342	336
9	323	252
9	367	459
9	324	308
9	382	547
9	337	363
9	368	448
9	344	373
9	374	390
9	323	268
9	356	390
9	364	422
9	366	404
9	364	460
9	349	342
9	478	1081
9	523	1593
9	480	1133
9	472	1090
9	558	1794
9	506	1366
9	543	1436
9	504	1329
9	477	1230
9	487	1343
9	512	1324
9	473	1242
9	542	1637
9	501	1332
9	494	1303
9	485	1133
9	516	1418
9	611	2539
9	582	2143
9	505	1375
9	535	1521
9	583	1954
9	584	2284
9	597	2336
9	562	1658
9	567	2048
9	612	2451
9	591	2346
9	558	1934
9	594	2059
9	581	2086
9	457	929
9	465	985
9	460	1192
9	498	1304
9	484	1167
9	432	687
9	497	1258
9	485	1017
9	487	1120
9	438	865
9	470	1038
9	447	999
9	473	1222
9	467	996
9	495	1266
9	486	1252
9	520	1491
9	472	939
9	474	1151
9	460	1038
9	485	1202
9	500	1199
9	458	893
9	450	798
9	448	979
9	515	1508
9	517	1551
9	435	839
9	468	1160
9	452	999
9	458	963
9	482	1272
9	446	1028
9	452	987
9	449	1008
9	538	1757
9	503	1282
9	517	1281
9	483	1113
9	558	1832
9	487	1287
9	506	1229
9	534	1506
9	468	894
9	447	858
9	523	1320
9	530	1685
9	508	1393
9	494	1363
9	576	1517
9	513	1438
9	503	1360
9	552	1921
9	520	1484
9	527	1537
9	563	1942
9	434	834
9	404	750
9	415	700
9	426	777
9	462	966
9	423	767
9	419	652
9	428	760
9	447	856
9	436	786
9	443	837
9	412	715
9	416	672
9	417	629
9	438	866
9	422	762
9	423	699
9	438	833
9	396	568
9	433	678
9	477	1034
9	462	920
9	448	829
9	462	1001
9	448	806
9	452	947
9	458	855
9	435	671
9	456	863
9	379	497
9	470	975
9	434	834
9	481	1076
9	448	870
9	466	1008
9	444	946
9	362	408
9	387	472
9	372	417
9	337	319
9	347	400
9	367	414
9	364	391
9	342	289
9	322	297
9	348	344
9	357	390
9	348	345
9	362	406
9	356	445
9	350	341
9	335	303
9	318	256
9	345	374
9	537	1743
9	573	1919
9	446	803
9	459	917
9	427	703
9	488	1194
9	422	712
9	418	679
9	425	748
9	535	1552
9	560	1959
9	523	1524
9	500	1263
9	466	990
9	473	839
9	480	1052
9	505	1379
9	528	1660
9	535	1469
9	576	1985
9	403	671
9	463	1006
9	485	1168
9	415	703
9	388	566
9	421	699
9	410	682
9	407	684
9	430	766
9	422	710
9	422	771
9	427	673
9	448	855
9	420	703
9	367	440
9	350	408
9	293	202
9	315	244
9	328	312
9	340	337
9	318	254
9	344	348
9	325	286
9	313	251
9	327	285
9	355	382
9	357	367
9	324	277
9	338	339
9	322	303
9	338	361
9	321	287
9	495	1223
9	514	1544
9	568	2365
9	516	1432
9	559	1691
9	530	1498
9	523	1357
9	520	1336
9	517	1595
9	525	1341
9	523	1581
9	495	1350
9	440	794
9	450	876
9	420	737
9	413	622
9	417	711
9	412	679
9	401	599
9	428	714
9	405	681
9	417	643
9	454	973
9	448	883
9	464	1044
9	467	982
9	494	1331
9	528	1519
9	480	1104
9	433	834
9	502	1128
9	499	1264
9	343	319
9	323	272
9	333	305
9	340	360
9	342	339
9	338	313
9	304	247
9	348	416
9	334	334
9	477	967
9	577	2005
9	349	355
9	341	329
9	334	332
9	358	434
9	358	428
9	377	490
9	410	606
9	417	593
9	429	678
9	422	604
9	432	799
9	434	794
9	435	826
9	436	804
9	441	844
9	447	865
9	445	815
9	452	820
9	428	761
9	428	767
9	430	725
9	432	753
9	438	1179
9	442	756
9	444	765
9	450	891
9	450	950
9	453	891
9	454	912
9	461	926
9	467	911
9	468	993
9	468	994
9	468	1005
9	471	920
9	472	1196
9	475	1105
9	477	1082
9	478	1120
9	480	1144
9	483	1194
9	486	1074
9	507	1226
9	464	902
9	488	1316
9	502	1466
9	505	1427
9	509	1301
9	516	1374
9	519	1255
9	592	2006
9	589	2000
9	588	1970
9	578	2129
9	583	1934
9	583	2266
9	584	2044
9	584	2143
9	585	2107
9	522	1233
9	527	1620
9	532	1321
9	533	1416
9	533	1564
9	553	1680
9	550	1931
9	548	1716
9	545	1793
9	542	1660
9	626	2334
9	612	2130
9	554	1776
9	578	1874
9	577	2064
9	573	1846
9	573	1725
9	562	1956
9	593	2321
9	609	2494
9	542	1622
9	536	1890
9	586	2226
9	495	1141
9	517	1265
9	521	1346
9	486	1164
9	488	1320
9	494	1239
9	490	1314
9	490	1175
9	496	1251
9	497	1206
9	497	1220
9	499	1272
9	499	1281
9	500	1310
9	503	1389
9	506	1541
9	507	1297
9	507	1311
9	510	1364
9	513	1235
9	513	1613
9	517	1391
9	515	1400
9	517	1296
9	517	1316
9	517	1368
9	519	1395
9	520	1525
9	529	1621
9	528	1534
9	668	3403
9	342	347
9	358	395
9	383	494
9	343	335
9	356	401
9	318	238
9	347	386
9	368	435
9	319	249
9	313	242
9	512	1470
9	468	1017
9	458	951
9	483	1026
9	442	875
9	445	876
9	432	826
9	434	809
9	480	1081
9	501	1156
9	445	893
9	480	1071
9	482	1150
9	491	1248
9	428	666
9	452	898
9	465	1021
9	488	1258
9	449	1072
9	465	1145
9	509	1253
9	464	976
9	465	911
9	472	916
9	462	991
9	449	823
9	463	906
9	439	712
9	443	711
9	483	1097
9	467	1031
9	532	1581
9	540	1682
9	590	2145
9	508	1328
9	527	1502
9	514	1229
9	482	1098
9	505	1319
9	494	1455
9	512	1267
9	605	2136
9	581	1916
9	585	1877
9	571	1973
9	552	1695
9	571	1566
9	602	2375
9	580	2056
9	582	1971
9	487	1070
9	551	1882
9	541	1633
9	538	1871
9	577	2135
9	544	1665
9	582	1873
9	572	1910
9	547	1670
9	538	1627
9	467	902
9	537	1642
9	518	1588
9	504	1401
9	544	1646
9	539	1991
9	513	1504
9	483	1148
9	501	1322
9	476	1198
9	527	1774
9	555	1801
9	512	1467
9	517	1401
9	518	1536
9	487	1209
9	496	1289
9	502	1204
9	504	1343
9	460	965
9	530	1550
9	514	1642
9	482	1298
9	480	1090
9	493	1109
9	495	1332
9	417	646
9	452	808
9	444	851
9	419	697
9	413	602
9	408	638
9	407	704
9	399	614
9	417	637
9	452	862
9	442	712
9	396	578
9	437	738
9	394	593
9	408	624
9	383	561
9	477	905
9	452	906
9	432	792
9	451	844
9	458	846
9	440	786
9	480	1016
9	427	612
9	468	1025
9	587	2058
9	544	1553
9	520	1336
9	560	2016
9	526	1497
9	604	2257
9	485	1167
9	335	299
9	315	236
9	307	248
9	320	292
9	333	324
9	338	319
9	342	319
9	352	424
9	365	414
9	372	435
9	386	512
9	323	311
9	337	342
9	364	392
9	364	423
9	399	685
9	462	980
9	429	669
9	442	815
9	451	866
9	451	903
9	451	951
9	454	891
9	457	866
9	459	891
9	463	867
9	416	590
9	390	700
9	392	691
9	406	648
9	424	770
9	427	765
9	428	763
9	436	810
9	437	833
9	450	1043
9	513	1507
9	512	1282
9	507	1249
9	497	1024
9	431	993
9	456	1042
9	457	1136
9	472	1177
9	471	1070
9	468	1026
9	523	1487
9	514	1425
9	483	1409
9	492	1568
9	494	1287
9	497	1279
9	498	1394
9	498	1429
9	515	1606
9	519	1394
9	517	1305
9	557	1581
9	624	2772
9	608	2621
9	590	2380
9	565	1963
9	563	1897
9	558	1964
9	546	1810
9	532	1569
9	528	1700
9	527	1486
9	633	3049
9	320	239
9	335	358
9	330	306
9	377	481
9	357	441
9	337	299
9	335	304
9	331	275
9	323	316
9	354	359
9	420	818
9	421	797
9	425	708
9	447	933
9	451	1029
9	467	948
9	442	846
9	445	824
9	455	940
9	463	987
9	483	1099
9	458	902
9	457	926
9	462	1030
9	483	1101
9	483	1277
9	490	1390
9	465	985
9	507	1322
9	507	1435
9	512	1519
9	513	1481
9	523	1434
9	527	1531
9	607	2455
9	543	1649
9	517	1278
9	493	1355
9	494	1242
9	497	1305
9	518	1382
9	543	1704
9	547	1839
9	555	1792
9	558	1713
9	562	1909
9	566	2012
9	568	1955
9	568	1999
9	580	2196
9	577	1964
9	610	2504
9	600	2360
9	600	2111
9	590	2338
9	588	2080
9	587	2022
9	586	2186
9	585	1980
9	608	2478
9	373	497
9	381	573
9	366	433
9	354	426
9	342	321
9	282	180
9	303	213
9	317	275
9	322	309
9	326	283
9	333	306
9	354	351
9	363	418
9	329	288
9	330	290
9	314	246
9	318	270
9	344	319
9	345	327
9	327	297
9	327	302
9	454	1026
9	373	562
9	383	471
9	392	603
9	394	646
9	399	607
9	405	636
9	413	660
9	406	588
9	369	461
9	418	682
9	419	698
9	420	680
9	423	675
9	441	837
9	436	831
9	416	707
9	409	618
9	438	879
9	444	713
9	467	997
9	519	1549
9	526	1624
9	539	1707
9	468	992
9	418	682
9	428	738
9	435	969
9	444	896
9	458	913
9	564	1570
9	554	1855
9	441	1008
9	446	878
9	466	1126
9	464	1034
9	458	985
9	467	1089
9	488	1238
9	492	1148
9	488	1167
9	484	1285
9	483	1186
9	483	1060
9	483	1049
9	480	1201
9	480	1156
9	479	1013
9	476	972
9	471	1101
9	520	1455
9	519	1353
9	516	1318
9	508	1442
9	506	1475
9	505	1178
9	504	1301
9	503	1447
9	503	1095
9	526	1430
9	527	1487
9	537	1524
9	534	1711
9	577	1873
9	494	1521
9	499	1339
9	564	1803
9	502	1318
9	590	2174
9	588	2049
9	584	2244
9	306	244
9	282	180
9	322	255
9	318	239
9	315	252
9	326	266
9	330	291
9	331	287
9	334	306
9	341	326
9	345	354
9	347	354
9	369	420
9	336	340
9	335	304
9	340	345
9	350	418
9	368	480
9	371	470
9	382	493
9	312	239
9	324	278
9	384	505
9	392	567
9	393	581
9	399	603
9	402	577
9	407	587
9	407	634
9	408	648
9	420	724
9	419	700
9	417	723
9	415	661
9	412	643
9	411	667
9	426	778
9	424	755
9	423	722
9	441	832
9	441	759
9	400	582
9	408	689
9	426	739
9	439	804
9	436	677
9	434	736
9	435	766
9	433	650
9	478	995
9	449	826
9	450	867
9	450	862
9	461	1057
9	480	1209
9	441	726
9	429	904
9	429	748
9	422	668
9	444	927
9	508	1317
9	577	1545
9	588	2258
9	536	1510
9	544	1434
9	547	1707
9	533	1686
9	526	1379
9	509	1239
9	486	1097
9	482	1090
9	554	1822
9	561	1919
9	520	1551
9	523	1507
9	524	1627
9	509	1422
9	509	1425
9	510	1369
9	510	1443
9	510	1475
9	514	1287
9	432	775
9	454	874
9	463	913
9	447	863
9	476	1390
9	476	981
9	475	1153
9	466	1166
9	466	1159
9	503	1195
9	502	1330
9	498	1236
9	497	1461
9	497	1440
9	496	1496
9	494	1180
9	493	1308
9	492	1330
9	492	1190
9	490	1157
9	485	1153
9	478	1005
9	445	842
9	606	2239
9	560	1872
9	511	1430
9	465	1176
9	518	1131
9	487	1165
9	557	1881
9	492	1462
9	485	1109
9	479	1234
9	540	1815
9	495	1234
9	462	1052
9	517	1445
9	507	1439
9	476	992
9	498	1181
9	464	1069
9	527	1486
9	472	1006
9	535	1673
9	497	1193
9	497	1265
9	534	1808
9	522	1613
9	486	1251
9	480	1118
9	532	1596
9	506	1481
9	516	1367
9	497	1506
9	517	1405
9	520	1336
9	527	1584
9	481	1166
9	539	1697
9	484	1329
9	480	1297
9	513	1622
9	512	1372
9	532	1759
9	563	1736
9	513	1470
9	508	1233
9	520	1471
9	532	1487
9	523	1424
9	522	1430
9	512	1322
9	527	1498
9	462	867
9	492	1163
9	508	1260
9	517	1531
9	542	1908
9	562	1588
9	576	2027
9	593	2293
9	565	1943
9	581	2008
9	572	2059
9	571	1900
9	584	2245
9	588	2166
9	616	2754
9	583	2005
9	617	2346
9	558	1790
9	568	1779
9	504	1180
9	451	852
9	431	678
9	512	1452
9	477	1076
9	460	858
9	474	1129
9	478	1008
9	480	1095
9	441	831
9	473	1079
9	458	924
9	467	969
9	472	1142
9	444	770
9	462	818
9	415	694
9	461	945
9	483	1058
9	415	657
9	392	513
9	380	563
9	445	794
9	437	809
9	435	764
9	424	749
9	528	1304
9	500	1211
9	505	1302
9	528	1534
9	507	1273
9	515	1340
9	583	2131
9	437	765
9	428	769
9	442	743
9	422	621
9	452	832
9	368	409
9	456	786
9	378	421
9	437	790
9	432	807
9	397	595
9	413	677
9	385	523
9	442	795
9	458	897
9	407	691
9	394	571
9	478	1096
9	411	594
9	383	499
9	417	667
9	474	1207
9	390	535
9	421	800
9	365	424
9	376	443
9	437	832
9	440	806
9	436	876
9	428	784
9	441	876
9	417	789
9	438	848
9	423	715
9	421	790
9	442	829
9	398	612
9	396	531
9	393	571
9	502	1211
9	467	1077
9	587	2136
9	608	2353
9	557	1853
9	578	1936
9	555	1827
9	517	1655
9	572	1859
9	499	1342
9	534	1628
9	568	1825
9	512	1555
9	547	1572
9	482	1195
9	520	1306
9	515	1336
9	382	529
9	325	271
9	334	306
9	343	367
9	355	454
9	595	1911
9	492	1072
9	332	278
9	319	264
9	305	234
9	340	346
9	350	338
9	369	399
9	326	305
9	331	327
9	321	301
9	348	465
9	312	272
9	333	288
9	342	325
9	318	248
9	344	319
9	340	312
9	335	351
9	347	341
9	314	248
9	346	368
9	298	219
9	297	201
9	318	250
9	325	322
9	335	309
9	336	331
9	370	463
9	386	541
9	340	353
9	303	242
9	319	289
9	365	487
9	357	399
9	330	299
9	308	273
9	308	252
9	296	218
9	300	217
9	302	213
9	356	427
9	301	236
9	361	387
9	319	290
9	334	335
9	333	285
9	328	290
9	352	385
9	438	782
9	430	752
9	424	714
9	457	853
9	435	730
9	418	634
9	417	678
9	408	569
9	427	744
9	325	398
9	391	591
9	369	426
9	378	501
9	439	783
9	419	709
9	427	731
9	411	676
9	490	1162
9	522	1642
9	480	1094
9	506	1235
9	471	1086
9	448	878
9	488	1179
9	426	847
9	438	812
9	475	1052
9	486	1144
9	455	847
9	598	2398
9	577	2152
9	566	1673
9	560	1891
9	469	1020
9	440	792
9	505	1322
9	498	1228
9	462	907
9	450	903
9	448	898
9	467	1011
9	424	703
9	488	1195
9	476	1044
9	495	1233
9	499	1201
9	461	977
9	446	789
9	455	866
9	450	889
9	522	1304
9	506	1344
9	487	1271
9	428	806
9	381	459
9	422	647
9	445	803
9	371	469
9	400	537
9	428	822
9	403	681
9	360	394
9	377	498
9	433	679
9	423	661
9	342	400
9	337	337
9	338	341
9	341	378
9	359	458
9	370	441
9	337	335
9	335	306
9	346	314
9	328	302
9	311	259
9	328	349
9	340	326
9	346	330
9	362	412
9	353	347
9	358	352
9	361	390
9	403	604
9	475	1152
9	495	1295
9	498	1330
9	504	1254
9	503	1294
9	512	1264
9	518	1444
9	564	1706
9	503	1479
9	447	802
9	572	1870
9	570	1977
9	582	1870
9	584	2007
9	573	1997
9	567	1718
9	615	2358
9	641	3660
9	603	2587
9	506	1353
9	499	1316
9	607	2277
9	300	210
9	349	334
9	339	331
9	322	268
9	329	289
9	323	275
9	301	219
9	392	483
9	383	524
9	467	982
9	457	917
9	474	1097
9	463	919
9	438	803
9	461	959
9	441	742
9	430	669
9	405	721
9	430	765
9	442	890
9	417	706
9	417	749
9	437	790
9	443	866
9	417	731
9	412	648
9	406	598
9	428	750
9	325	310
9	404	686
9	441	642
9	405	620
9	404	697
9	414	678
9	407	607
9	467	1037
9	446	792
9	514	1384
9	540	1623
9	507	1277
9	500	1511
9	544	1754
9	448	860
9	447	740
9	452	836
9	477	1066
9	488	1123
9	448	905
9	486	1223
9	507	1216
9	425	838
9	457	1038
9	473	1212
9	503	1309
9	456	1015
9	436	916
9	463	1022
9	478	1100
9	417	692
9	469	1083
9	456	1010
9	476	1284
9	490	1057
9	490	1070
9	465	1134
9	409	659
9	420	599
9	454	845
9	507	1333
9	500	1149
9	488	1101
9	542	1702
9	526	1462
9	544	1675
9	599	2292
9	624	2434
9	536	1598
9	528	1531
9	527	1665
9	537	1537
9	545	1775
9	531	1705
9	551	1823
9	533	1338
9	491	1176
9	523	1683
9	484	1027
9	572	1895
9	507	1413
9	487	1324
9	515	1515
9	485	1161
9	493	1197
9	527	1493
9	586	2159
9	614	2535
9	588	1858
9	567	2084
9	333	340
9	338	354
9	344	353
9	347	352
9	354	390
9	363	406
9	367	419
9	368	438
9	368	453
9	382	483
9	354	333
9	359	393
9	362	456
9	372	449
9	396	560
9	350	345
9	437	854
9	457	911
9	457	1003
9	462	948
9	468	949
9	473	1043
9	487	1219
9	411	672
9	422	772
9	427	850
9	428	761
9	428	798
9	432	743
9	432	785
9	438	876
9	439	890
9	443	797
9	493	1317
9	445	800
9	448	906
9	493	1250
9	497	1163
9	423	747
9	435	844
9	442	834
9	443	915
9	444	859
9	445	962
9	450	948
9	452	941
9	456	851
9	463	995
9	464	1128
9	465	945
9	466	1055
9	467	967
9	478	1040
9	487	1157
9	487	1183
9	488	1231
9	482	1143
9	483	1052
9	492	1138
9	492	1256
9	493	1228
9	493	1292
9	495	1352
9	497	1218
9	502	1226
9	505	1199
9	505	1294
9	505	1364
9	513	1424
9	513	1494
9	517	1381
9	543	1716
9	533	1739
9	527	1494
9	589	2168
9	587	2252
9	587	2037
9	578	2274
9	570	1645
9	562	1629
9	557	1814
9	497	1259
9	497	1294
9	498	1353
9	499	1338
9	508	1424
9	506	1219
9	507	1215
9	507	1445
9	508	1269
9	550	1861
9	591	2330
9	596	2098
9	600	2664
9	648	2595
9	544	1784
9	521	1574
9	696	3509
9	355	366
9	361	382
9	354	403
9	353	368
9	336	339
9	353	409
9	353	364
9	314	274
9	364	412
9	316	260
9	315	243
9	352	373
9	368	467
9	332	270
9	333	298
9	342	367
9	361	403
9	338	310
9	322	272
9	335	313
9	313	250
9	337	345
9	331	292
9	338	295
9	338	283
9	313	256
9	339	319
9	357	344
9	317	269
9	310	251
9	347	340
9	324	272
9	307	241
9	314	259
9	327	299
9	339	326
9	377	509
9	327	301
9	331	306
9	337	356
9	354	371
9	348	354
9	346	351
9	449	830
9	454	775
9	460	911
9	432	695
9	343	341
9	381	482
9	434	789
9	417	722
9	460	949
9	472	984
9	487	1153
9	427	740
9	467	1005
9	469	1053
9	473	1111
9	472	1094
9	484	1193
9	475	1338
9	497	1225
9	467	981
9	437	736
9	484	1158
9	440	751
9	523	1687
9	491	1216
9	535	1936
9	504	1621
9	572	1966
9	504	1392
9	515	1451
9	552	1678
9	512	1374
9	517	1355
9	503	1300
9	512	1213
9	584	2220
9	536	1412
9	591	2454
9	562	1839
9	545	1471
9	628	2728
9	655	2998
9	408	599
9	346	368
9	361	419
9	370	463
9	375	527
9	392	564
9	326	267
9	336	369
9	337	357
9	338	333
9	357	351
9	372	444
9	450	893
9	438	934
9	419	720
9	401	617
9	491	1086
9	478	999
9	441	873
9	439	842
9	419	749
9	415	685
9	409	704
9	423	737
9	408	690
9	427	822
9	413	613
9	412	595
9	410	660
9	432	750
9	407	776
9	412	668
9	420	671
9	420	648
9	427	849
9	382	516
9	429	687
9	445	924
9	378	494
9	407	545
9	408	557
9	420	667
9	427	816
9	428	782
9	434	770
9	425	776
9	460	940
9	433	783
9	452	822
9	452	911
9	408	573
9	463	937
9	433	772
9	429	804
9	435	777
9	450	731
9	438	857
9	446	931
9	468	1113
9	492	1444
9	457	912
9	466	991
9	463	1104
9	488	1084
9	486	1324
9	454	890
9	426	752
9	473	1100
9	488	1133
9	472	1001
9	456	1019
9	486	1104
9	480	1199
9	476	1067
9	467	1153
9	461	995
9	486	1134
9	467	1204
9	489	1118
9	527	1614
9	477	1019
9	464	1012
9	458	1041
9	467	982
9	493	1369
9	519	1386
9	483	1200
9	509	1258
9	531	1609
9	472	1049
9	474	1060
9	534	1601
9	513	1584
9	517	1565
9	528	1607
9	508	1372
9	482	1218
9	501	1289
9	534	1432
9	449	992
9	520	1453
9	470	1180
9	473	1198
9	560	1987
9	494	1242
9	493	1362
9	490	1345
9	519	1513
9	512	1633
9	494	1088
9	495	1118
9	507	1237
9	552	1899
9	549	1869
9	513	1507
9	513	1383
9	513	1367
9	504	1651
9	556	1701
9	505	1475
9	472	1269
9	489	1165
9	508	1405
9	476	1207
9	514	1426
9	522	1400
9	514	1581
9	522	1703
9	566	1857
9	538	1623
9	475	1192
9	478	1167
9	480	1001
9	485	1027
9	527	1591
9	524	1483
9	517	1577
9	514	1288
9	545	1574
9	567	1924
9	580	2109
9	585	1974
9	596	2324
9	604	2337
9	612	2800
9	614	2355
9	567	1596
9	488	1161
9	497	1046
9	508	1330
9	551	1574
9	562	2277
9	573	2095
9	544	1769
9	571	1811
9	553	1940
9	576	1886
9	574	1994
9	555	1974
9	577	2010
9	533	1625
9	647	2897
9	597	2245
9	512	1466
9	510	1640
9	568	2006
9	554	1773
9	576	2113
9	657	3239
9	645	3036
10	536	1300
10	513	1370
10	443	780
10	431	708
10	439	663
10	435	714
10	411	642
10	367	488
10	392	582
10	357	434
10	407	586
10	399	551
10	404	558
10	240	130
10	536	1360
10	513	1370
10	404	558
10	443	780
10	411	642
10	357	434
10	367	488
10	399	551
10	431	708
10	407	586
10	435	714
10	392	582
10	439	663
10	350	406
10	420	670
10	436	765
10	472	850
10	430	730
10	440	737
10	442	800
10	451	825
10	422	709
10	404	611
10	692	2560
10	153	26
10	474	1040
10	412	607
10	267	172
10	233	111
10	247	130
10	267	195
10	260	173
10	274	190
10	282	243
10	272	180
10	257	141
10	238	121
10	265	172
10	244	133
10	490	1250
10	394	647
10	460	851
10	393	535
10	373	482
10	377	544
10	475	975
10	380	525
10	565	1750
10	436	901
10	285	203
10	400	685
10	278	193
10	270	170
10	254	151
10	244	124
10	266	172
10	253	149
10	257	148
10	566	1740
10	574	1750
10	490	1120
10	445	842
10	427	746
10	240	117
10	446	759
10	480	980
10	442	818
10	440	792
10	427	733
10	263	146
10	295	243
10	287	226
10	273	182
10	218	82
10	192	54
10	232	105
10	244	118
10	430	755
10	290	210
10	402	615
10	396	568
10	269	145
11	517	1425
11	512	1375
11	645	2650
11	542	1475
11	570	2350
11	425	900
11	500	1400
11	515	1250
11	698	4060
11	435	875
11	540	1900
11	510	1300
11	550	2100
11	400	700
11	530	1600
11	505	1350
11	562	2450
11	610	2400
11	591	2050
11	522	1170
11	420	600
11	431	818
11	430	863
11	432	820
11	545	1771
11	481	1135
11	391	498
11	486	1249
11	436	860
11	523	1446
11	220	86
11	265	150
11	260	120
11	245	140
11	395	590
11	367	274
11	505	953
11	282	230
11	275	200
11	275	200
11	282	230
11	285	210
11	270	190
11	288	235
11	282	235
11	287	220
11	288	240
11	275	210
11	287	230
11	278	210
11	268	195
11	285	215
11	282	210
11	284	215
11	280	210
11	380	600
11	285	200
11	280	200
11	278	200
11	280	225
11	402	625
11	404	700
11	390	675
11	395	600
11	400	675
11	510	1350
11	572	2150
11	395	650
11	422	700
11	495	1300
11	390	545
11	510	1350
11	492	1200
11	562	1725
11	607	2400
11	685	2775
11	620	2350
11	604	2350
11	645	2650
11	590	2300
11	510	1600
11	635	2950
11	660	3025
11	595	2600
11	680	3850
11	275	205
11	272	190
11	300	260
11	274	180
11	458	950
11	518	1425
11	615	2375
11	575	1375
11	480	1025
11	630	2850
11	492	1200
11	268	175
11	273	180
11	275	180
11	284	210
11	257	155
11	268	170
11	260	160
11	285	230
11	280	210
11	264	160
11	254	155
11	279	220
11	285	220
11	268	190
11	284	210
11	282	220
11	285	200
11	283	215
11	272	180
11	283	190
11	533	1300
11	358	450
11	397	575
11	388	610
11	418	650
11	395	600
11	382	540
11	413	675
11	490	1100
11	497	1125
11	518	1450
11	505	1300
11	270	165
11	290	265
11	270	205
11	302	260
11	280	225
11	280	215
11	288	250
11	263	185
11	291	280
11	292	255
11	275	205
11	302	285
11	275	210
11	287	240
11	265	190
11	292	220
11	267	195
11	290	235
11	282	215
11	280	190
11	270	190
11	265	180
11	440	900
11	397	675
11	385	580
11	410	710
11	387	530
11	282	220
11	260	175
11	282	230
11	480	975
11	425	875
11	417	825
11	387	600
11	392	610
11	410	710
11	407	715
11	406	752
11	404	670
11	409	695
11	412	707
