species,lake,gear,yearcap,fish,agecap,lencap,anu1,anu2,anu3,anu4,anu5,anu6,anu7,anu8,anu9,anu10,anu11,anu12,radcap
SMB,WB,T,1988,18,4,165,1.96719,3.43954,4.87668,6.63816,NA,NA,NA,NA,NA,NA,NA,NA,6.63816
SMB,WB,T,1988,19,4,198,2.71958,3.42394,4.56545,5.41093,NA,NA,NA,NA,NA,NA,NA,NA,6.28087
SMB,WB,E,1988,28,5,180,1.01155,2.52091,3.41885,4.69338,6.13273,NA,NA,NA,NA,NA,NA,NA,6.13273
SMB,WB,E,1988,29,5,180,1.24045,2.36888,3.38211,4.86814,6.11218,NA,NA,NA,NA,NA,NA,NA,6.11218
SMB,WB,E,1988,30,5,188,1.74365,3.11067,4.20514,5.59321,7.3863,NA,NA,NA,NA,NA,NA,NA,7.3863
SMB,WB,E,1988,33,5,194,0.93187,2.71418,3.93905,5.30825,6.67846,NA,NA,NA,NA,NA,NA,NA,6.67846
SMB,WB,E,1988,31,5,198,1.81894,3.97776,5.3549,6.63617,7.75969,NA,NA,NA,NA,NA,NA,NA,7.75969
SMB,WB,E,1988,35,5,198,1.30835,3.00711,4.20142,5.62713,7.53504,NA,NA,NA,NA,NA,NA,NA,7.53504
SMB,WB,E,1988,32,5,191,1.68724,3.92742,5.13559,6.29445,7.75621,NA,NA,NA,NA,NA,NA,NA,7.75621
SMB,WB,E,1988,34,5,196,1.50633,2.66978,3.62929,4.91181,6.21544,NA,NA,NA,NA,NA,NA,NA,6.21544
SMB,WB,E,1988,36,5,199,2.14122,3.98531,5.42803,6.60656,8.32896,NA,NA,NA,NA,NA,NA,NA,8.3365
SMB,WB,E,1988,37,5,200,1.15263,2.67681,3.43088,4.74028,6.19104,NA,NA,NA,NA,NA,NA,NA,6.19104
SMB,WB,E,1988,38,5,204,1.4809,3.52044,4.66604,6.42366,8.75796,NA,NA,NA,NA,NA,NA,NA,8.75796
SMB,WB,E,1988,39,5,208,1.59212,3.42726,4.56501,6.38603,8.54175,NA,NA,NA,NA,NA,NA,NA,8.54175
SMB,WB,E,1988,40,5,212,2.1517,4.13938,5.23852,6.71661,8.52465,NA,NA,NA,NA,NA,NA,NA,8.52465
SMB,WB,E,1988,41,5,214,1.44272,3.49769,5.04431,6.14046,7.89781,NA,NA,NA,NA,NA,NA,NA,7.89781
SMB,WB,E,1988,43,5,216,1.96649,4.06513,5.49888,7.07718,8.33106,NA,NA,NA,NA,NA,NA,NA,8.33106
SMB,WB,E,1988,44,5,230,1.60905,3.28115,4.68017,6.08839,7.70472,NA,NA,NA,NA,NA,NA,NA,7.70472
SMB,WB,E,1988,42,5,215,1.13826,3.03538,4.23085,5.88635,7.72282,NA,NA,NA,NA,NA,NA,NA,7.73223
SMB,WB,E,1988,45,5,232,1.50295,3.87714,5.22648,7.29582,8.32392,NA,NA,NA,NA,NA,NA,NA,8.32392
SMB,WB,E,1988,46,5,241,2.32864,5.24621,7.36049,9.1693,10.64706,NA,NA,NA,NA,NA,NA,NA,10.64706
SMB,WB,E,1988,48,5,259,2.37745,4.45777,6.25132,8.71749,12.32936,NA,NA,NA,NA,NA,NA,NA,12.33957
SMB,WB,E,1988,47,5,244,2.50731,4.21491,5.81772,7.24011,9.64278,NA,NA,NA,NA,NA,NA,NA,9.64278
SMB,WB,E,1989,29,5,176,1.38818,2.12234,2.82466,3.54734,4.34144,NA,NA,NA,NA,NA,NA,NA,4.34144
SMB,WB,E,1989,17,5,176,0.9947,1.88555,2.99931,4.34631,5.26793,NA,NA,NA,NA,NA,NA,NA,5.26793
SMB,WB,E,1989,8,5,191,1.72872,2.91118,3.91506,4.78401,5.83113,NA,NA,NA,NA,NA,NA,NA,5.83113
SMB,WB,T,1988,47,5,244,2.20176,3.87225,5.46898,6.89705,9.29648,NA,NA,NA,NA,NA,NA,NA,9.29648
SMB,WB,T,1988,46,5,241,2.36182,5.27142,7.39076,9.1958,10.65957,NA,NA,NA,NA,NA,NA,NA,10.66854
SMB,WB,T,1988,45,5,232,1.72556,4.31086,5.67836,7.7681,8.82248,NA,NA,NA,NA,NA,NA,NA,8.82248
SMB,WB,T,1988,42,5,215,1.43712,3.34056,4.55661,6.1985,8.02835,NA,NA,NA,NA,NA,NA,NA,8.02835
SMB,WB,T,1988,44,5,230,1.64929,3.65056,5.12407,6.60186,8.22593,NA,NA,NA,NA,NA,NA,NA,8.22593
SMB,WB,T,1988,43,5,216,1.98087,4.07884,5.52557,7.09067,8.33316,NA,NA,NA,NA,NA,NA,NA,8.33316
SMB,WB,T,1988,41,5,214,2.85038,5.35549,6.97397,8.09672,9.92348,NA,NA,NA,NA,NA,NA,NA,9.92348
SMB,WB,T,1988,40,5,212,2.40057,4.36972,5.44962,6.93356,8.74129,NA,NA,NA,NA,NA,NA,NA,8.74129
SMB,WB,T,1988,39,5,208,1.61645,3.43945,4.57096,6.39394,8.56718,NA,NA,NA,NA,NA,NA,NA,8.56718
SMB,WB,T,1988,38,5,204,0.93023,2.86032,3.97187,5.72049,8.03349,NA,NA,NA,NA,NA,NA,NA,8.03349
SMB,WB,T,1988,37,5,200,1.39197,3.13474,3.94774,5.27662,6.74572,NA,NA,NA,NA,NA,NA,NA,6.74572
SMB,WB,T,1988,36,5,199,2.13375,4.0034,5.42945,6.60089,8.31908,NA,NA,NA,NA,NA,NA,NA,8.31908
SMB,WB,T,1988,34,5,196,1.60508,2.82011,3.8281,5.14507,6.4349,NA,NA,NA,NA,NA,NA,NA,6.4349
SMB,WB,T,1988,32,5,191,0.74585,2.93103,4.12904,5.27348,6.75426,NA,NA,NA,NA,NA,NA,NA,6.75426
SMB,WB,T,1988,35,5,198,1.76068,3.65795,4.89609,6.34463,8.2759,NA,NA,NA,NA,NA,NA,NA,8.2759
SMB,WB,T,1988,31,5,198,2.33735,4.50964,5.89391,7.17686,8.28205,NA,NA,NA,NA,NA,NA,NA,8.28205
SMB,WB,T,1988,33,5,194,1.905,3.6957,4.92775,6.3375,7.69658,NA,NA,NA,NA,NA,NA,NA,7.69658
SMB,WB,T,1988,30,5,188,1.38453,2.75593,3.87358,5.23242,7.04851,NA,NA,NA,NA,NA,NA,NA,7.04855
SMB,WB,T,1988,29,5,180,1.59939,3.36579,4.47669,6.05108,7.32676,NA,NA,NA,NA,NA,NA,NA,7.32676
SMB,WB,T,1988,28,5,180,1.6726,3.19561,4.07292,5.34187,6.80156,NA,NA,NA,NA,NA,NA,NA,6.80156
SMB,WB,T,1988,26,5,222,1.52405,3.59419,4.55946,5.91842,6.92169,NA,NA,NA,NA,NA,NA,NA,9.14422
SMB,WB,T,1988,20,5,277,1.16799,3.41403,5.0142,7.27949,8.77198,NA,NA,NA,NA,NA,NA,NA,10.37211
SMB,WB,T,1988,22,5,292,1.03931,2.76758,4.39299,5.71213,9.72619,NA,NA,NA,NA,NA,NA,NA,11.75618
SMB,WB,T,1988,64,5,294,1.03558,3.2213,4.44407,5.67012,8.21662,NA,NA,NA,NA,NA,NA,NA,10.73772
SMB,WB,T,1988,48,5,259,1.67139,3.64976,5.3975,7.82627,11.45169,NA,NA,NA,NA,NA,NA,NA,11.45169
SMB,WB,T,1988,49,5,211,1.8088,2.83867,3.8976,5.01101,6.14292,NA,NA,NA,NA,NA,NA,NA,7.68813
SMB,WB,T,1988,50,5,224,0.90322,2.28162,2.99755,4.02832,5.59563,NA,NA,NA,NA,NA,NA,NA,7.03653
SMB,WB,T,1988,51,5,235,1.12343,2.52475,3.12642,4.06973,4.91405,NA,NA,NA,NA,NA,NA,NA,6.19027
SMB,WB,T,1988,52,5,257,1.53675,3.3528,4.59742,5.77851,7.15014,NA,NA,NA,NA,NA,NA,NA,9.49968
SMB,WB,T,1988,57,5,257,1.71116,2.50564,3.45461,4.68809,6.10657,NA,NA,NA,NA,NA,NA,NA,7.84134
SMB,WB,T,1988,58,5,208,1.76694,3.49308,4.57288,5.5431,6.72152,NA,NA,NA,NA,NA,NA,NA,8.5137
SMB,WB,T,1988,59,5,211,2.05881,3.60861,4.71854,5.59851,6.45422,NA,NA,NA,NA,NA,NA,NA,8.28137
SMB,WB,T,1988,60,5,249,2.04032,4.23064,6.64461,7.51759,8.85892,NA,NA,NA,NA,NA,NA,NA,10.02962
SMB,WB,T,1988,21,5,255,1.45391,3.195,4.33345,5.70643,7.84258,NA,NA,NA,NA,NA,NA,NA,8.73074
SMB,WB,T,1988,55,5,242,2.03081,3.70265,4.60073,5.59851,6.01134,NA,NA,NA,NA,NA,NA,NA,7.18062
SMB,WB,T,1988,54,5,216,1.69487,3.188,4.87577,5.94677,7.10928,NA,NA,NA,NA,NA,NA,NA,8.70121
SMB,WB,T,1988,56,5,249,0.72212,1.48242,2.84845,3.60602,4.36431,NA,NA,NA,NA,NA,NA,NA,5.42053
SMB,WB,T,1989,104,5,312,1.50623,3.22834,4.42088,6.00964,8.10009,NA,NA,NA,NA,NA,NA,NA,10.34291
SMB,WB,T,1989,47,5,279,1.49237,2.76771,3.56916,4.59285,6.13603,NA,NA,NA,NA,NA,NA,NA,7.91546
SMB,WB,T,1989,23,5,266,1.44079,2.93251,3.92104,5.30125,6.82352,NA,NA,NA,NA,NA,NA,NA,8.22123
SMB,WB,T,1989,3,5,264,2.01598,3.20309,4.0721,5.10118,6.22293,NA,NA,NA,NA,NA,NA,NA,7.89759
SMB,WB,T,1989,91,5,257,1.35257,2.67642,4.12696,5.36938,6.36683,NA,NA,NA,NA,NA,NA,NA,7.37266
SMB,WB,T,1989,79,5,245,1.37585,2.75479,3.91525,4.92407,5.99217,NA,NA,NA,NA,NA,NA,NA,7.71829
SMB,WB,T,1989,2,5,214,1.07939,2.10133,3.26185,4.22469,5.22589,NA,NA,NA,NA,NA,NA,NA,6.82313
SMB,WB,E,1989,12,6,212,1.38567,2.51971,3.2665,4.33976,5.41156,6.55466,NA,NA,NA,NA,NA,NA,6.55466
SMB,WB,E,1989,62,6,232,1.20946,2.55083,3.576,4.67335,5.70081,6.86336,NA,NA,NA,NA,NA,NA,6.86336
SMB,WB,E,1989,25,6,209,1.31635,2.76528,3.7103,4.32162,5.10395,5.786,NA,NA,NA,NA,NA,NA,5.786
SMB,WB,E,1989,2,6,228,1.15953,2.57937,3.62458,4.22149,5.22986,6.13793,NA,NA,NA,NA,NA,NA,6.13793
SMB,WB,E,1989,30,6,201,1.64398,2.97563,3.57105,4.27981,4.90769,5.79815,NA,NA,NA,NA,NA,NA,5.79815
SMB,WB,E,1989,41,6,207,1.6842,3.10272,3.90076,4.25775,4.71454,5.46644,NA,NA,NA,NA,NA,NA,5.46644
SMB,WB,E,1989,39,6,224,1.53678,2.93385,3.74421,4.85688,5.91486,6.84197,NA,NA,NA,NA,NA,NA,6.84197
SMB,WB,E,1989,26,6,214,2.04983,2.93128,3.5096,4.35111,5.08014,5.9065,NA,NA,NA,NA,NA,NA,5.9065
SMB,WB,E,1989,28,6,239,1.532,2.80012,3.72129,4.44791,5.31213,6.22823,NA,NA,NA,NA,NA,NA,6.22823
SMB,WB,E,1989,14,6,216,1.32733,2.44888,3.24439,4.15885,4.97812,6.71851,NA,NA,NA,NA,NA,NA,6.71975
SMB,WB,E,1989,60,6,245,1.7018,3.48743,4.5479,5.66933,6.77037,8.08869,NA,NA,NA,NA,NA,NA,8.08869
SMB,WB,E,1989,11,6,228,1.23346,2.67005,3.69657,4.5974,5.58959,6.95286,NA,NA,NA,NA,NA,NA,6.95286
SMB,WB,E,1989,15,6,218,1.27188,2.66068,3.61722,4.51617,5.0794,5.53997,NA,NA,NA,NA,NA,NA,5.53997
SMB,WB,E,1989,59,6,243,1.8396,3.36883,4.51754,5.65157,6.81832,7.90884,NA,NA,NA,NA,NA,NA,7.90884
SMB,WB,E,1989,56,6,230,1.17493,2.61072,3.35611,4.05774,4.77934,5.91425,NA,NA,NA,NA,NA,NA,5.91425
SMB,WB,E,1989,63,6,208,1.33986,2.64168,3.43284,4.27359,4.97209,5.6338,NA,NA,NA,NA,NA,NA,5.88014
SMB,WB,E,1989,54,6,242,2.22507,3.25883,4.20116,5.04317,5.91947,6.90246,NA,NA,NA,NA,NA,NA,6.90246
SMB,WB,E,1989,55,6,222,1.40716,2.56675,3.4215,4.5924,5.53731,6.81615,NA,NA,NA,NA,NA,NA,6.81615
SMB,WB,E,1989,53,6,236,1.07591,2.61136,3.60351,4.69975,5.71706,7.11925,NA,NA,NA,NA,NA,NA,7.11925
SMB,WB,E,1989,43,6,194,1.4457,2.51495,3.046,3.4892,4.10018,4.97545,NA,NA,NA,NA,NA,NA,4.97797
SMB,WB,E,1989,3,6,279,1.72771,3.59159,4.67395,6.16055,8.08527,9.02364,NA,NA,NA,NA,NA,NA,9.02364
SMB,WB,E,1989,10,6,209,1.14936,2.68225,3.52933,4.30913,5.0635,6.22944,NA,NA,NA,NA,NA,NA,6.23579
SMB,WB,E,1989,4,6,209,1.10121,2.19489,2.8999,3.76217,4.58048,5.56215,NA,NA,NA,NA,NA,NA,5.56217
SMB,WB,E,1989,19,6,195,1.07443,1.82247,2.72806,3.44938,4.31552,5.32901,NA,NA,NA,NA,NA,NA,5.33028
SMB,WB,E,1990,757,6,214,1.35134,2.22427,3.08442,4.14286,5.06513,5.97393,NA,NA,NA,NA,NA,NA,5.97393
SMB,WB,E,1990,748,6,218,1.56335,2.63373,3.58968,4.76962,5.82898,6.74838,NA,NA,NA,NA,NA,NA,6.74838
SMB,WB,E,1990,707,6,209,1.34218,2.03557,3.17189,3.85234,4.70892,5.94372,NA,NA,NA,NA,NA,NA,5.94372
SMB,WB,E,1990,378,6,205,1.4462,2.30517,3.24254,4.23761,4.91082,5.68903,NA,NA,NA,NA,NA,NA,5.68903
SMB,WB,E,1990,695,6,228,1.26165,2.20849,3.25099,4.73014,5.9682,7.06863,NA,NA,NA,NA,NA,NA,7.06863
SMB,WB,E,1990,430,6,221,1.19454,2.01343,3.08511,4.33719,5.63657,6.98538,NA,NA,NA,NA,NA,NA,6.98538
SMB,WB,E,1990,743,6,225,1.51898,2.54032,3.41886,4.96454,6.03097,7.10979,NA,NA,NA,NA,NA,NA,7.10979
SMB,WB,E,1990,739,6,229,1.41488,2.34431,3.47888,4.60162,5.59412,6.46538,NA,NA,NA,NA,NA,NA,6.46538
SMB,WB,E,1990,750,6,232,1.32262,2.37616,3.5953,4.89168,6.09926,6.85985,NA,NA,NA,NA,NA,NA,6.85989
SMB,WB,E,1990,397,6,264,1.27891,2.59226,3.49922,4.50265,5.91375,7.51733,NA,NA,NA,NA,NA,NA,7.84634
SMB,WB,E,1990,745,6,293,1.50754,3.26683,4.26278,5.7751,6.69873,8.50395,NA,NA,NA,NA,NA,NA,8.50395
SMB,WB,E,1990,754,6,217,1.37859,2.15663,3.14143,4.45446,5.64391,6.56736,NA,NA,NA,NA,NA,NA,6.56736
SMB,WB,E,1990,716,6,234,1.25987,2.36571,3.38627,4.61441,5.58649,6.79868,NA,NA,NA,NA,NA,NA,6.79868
SMB,WB,E,1990,721,6,236,1.61443,2.6293,3.79413,5.33349,6.46518,7.63369,NA,NA,NA,NA,NA,NA,7.63369
SMB,WB,T,1988,61,6,296,2.23913,4.2339,6.14921,7.54257,9.11618,10.59069,NA,NA,NA,NA,NA,NA,12.91865
SMB,WB,T,1988,63,6,287,1.61694,3.49423,5.55879,7.23928,9.11401,10.02168,NA,NA,NA,NA,NA,NA,10.69157
SMB,WB,T,1989,53,6,232,1.28405,2.63572,3.249,3.91225,4.58277,5.28653,NA,NA,NA,NA,NA,NA,6.45119
SMB,WB,T,1989,85,6,228,1.19649,2.23811,2.8034,3.27597,4.11836,5.10519,NA,NA,NA,NA,NA,NA,6.33873
SMB,WB,T,1989,65,6,287,1.39457,2.54789,3.5819,4.38077,5.48859,7.27708,NA,NA,NA,NA,NA,NA,9.08729
SMB,WB,T,1989,17,6,285,1.48776,2.93662,3.68471,4.70087,5.85823,7.33535,NA,NA,NA,NA,NA,NA,8.98284
SMB,WB,T,1989,31,6,289,1.35391,2.81689,3.654,4.41096,5.61361,6.72489,NA,NA,NA,NA,NA,NA,8.97421
SMB,WB,T,1989,35,6,282,1.28665,2.5366,3.49148,4.50385,5.55423,6.98304,NA,NA,NA,NA,NA,NA,8.62414
SMB,WB,T,1989,51,6,287,1.34781,2.78689,4.09999,5.33868,6.41456,8.13321,NA,NA,NA,NA,NA,NA,9.71314
SMB,WB,T,1989,58,6,288,1.87082,3.39599,4.75874,5.76977,6.92188,8.1795,NA,NA,NA,NA,NA,NA,10.12167
SMB,WB,T,1989,59,6,285,1.03252,1.95457,2.89576,3.77212,4.8875,6.2287,NA,NA,NA,NA,NA,NA,8.00803
SMB,WB,T,1989,87,6,280,1.62856,3.25291,4.36003,5.51391,7.35437,8.45453,NA,NA,NA,NA,NA,NA,9.17802
SMB,WB,T,1989,93,6,281,1.44152,2.91976,4.08944,5.37222,6.77302,9.17737,NA,NA,NA,NA,NA,NA,9.87454
SMB,WB,T,1989,83,6,240,1.03389,1.90754,2.59842,3.28042,4.21768,5.53974,NA,NA,NA,NA,NA,NA,7.25682
SMB,WB,T,1989,92,6,225,1.32845,2.47656,3.54215,4.59747,5.55376,6.22951,NA,NA,NA,NA,NA,NA,6.85174
SMB,WB,T,1989,97,6,280,1.99019,3.55257,4.51939,5.67144,6.52379,7.40403,NA,NA,NA,NA,NA,NA,8.6566
SMB,WB,T,1989,100,6,285,1.5419,2.75497,3.7711,4.63468,5.46387,6.8444,NA,NA,NA,NA,NA,NA,8.82446
SMB,WB,T,1989,102,6,285,1.50815,3.0049,4.39184,5.21109,6.72937,7.78353,NA,NA,NA,NA,NA,NA,8.89398
SMB,WB,T,1989,36,6,299,1.55356,3.0693,4.21902,5.34579,6.54493,8.56463,NA,NA,NA,NA,NA,NA,9.69147
SMB,WB,T,1989,1,6,272,1.40926,2.8787,3.63043,4.71249,5.3819,7.02797,NA,NA,NA,NA,NA,NA,8.57014
SMB,WB,T,1989,4,6,296,1.31613,2.72599,3.33694,4.71439,6.19799,8.27102,NA,NA,NA,NA,NA,NA,9.20085
SMB,WB,T,1989,39,6,295,1.4112,2.90223,3.90962,4.93847,5.95488,7.24662,NA,NA,NA,NA,NA,NA,9.15477
SMB,WB,T,1989,76,6,299,1.51544,3.07038,4.33691,5.66612,7.25252,9.31197,NA,NA,NA,NA,NA,NA,10.61423
SMB,WB,T,1989,57,6,299,1.6141,3.40683,4.328,5.52638,6.93805,7.82229,NA,NA,NA,NA,NA,NA,9.51603
SMB,WB,T,1989,66,6,306,1.67389,2.73924,3.82193,5.59754,6.99587,8.43252,NA,NA,NA,NA,NA,NA,9.32514
SMB,WB,T,1989,44,6,314,1.66604,3.23567,4.30179,5.45243,6.7074,8.57535,NA,NA,NA,NA,NA,NA,10.16118
SMB,WB,T,1989,46,6,230,1.22428,2.22758,2.761,3.34772,4.13258,5.2159,NA,NA,NA,NA,NA,NA,6.30047
SMB,WB,T,1989,43,6,239,1.28366,2.31384,2.91113,3.79118,4.76724,5.95264,NA,NA,NA,NA,NA,NA,7.94467
SMB,WB,T,1989,107,6,235,1.57388,2.6965,3.26313,3.95908,4.58781,5.37141,NA,NA,NA,NA,NA,NA,7.00212
SMB,WB,T,1989,71,6,248,1.12781,2.17823,3.04695,3.9207,5.35592,6.63365,NA,NA,NA,NA,NA,NA,7.80854
SMB,WB,T,1989,73,6,252,1.37558,2.30388,2.93685,3.58555,4.44291,5.40321,NA,NA,NA,NA,NA,NA,6.92365
SMB,WB,T,1989,68,6,253,1.00139,1.81424,2.16923,2.76472,3.24525,3.95678,NA,NA,NA,NA,NA,NA,5.20927
SMB,WB,T,1989,70,6,258,1.4769,2.72659,3.79144,4.78867,5.9106,6.8634,NA,NA,NA,NA,NA,NA,8.26991
SMB,WB,T,1989,74,6,254,1.57182,2.33712,3.14645,3.93209,4.91245,5.99555,NA,NA,NA,NA,NA,NA,7.78103
SMB,WB,T,1989,60,6,252,1.4827,2.81451,3.83933,5.0511,6.02302,7.19644,NA,NA,NA,NA,NA,NA,8.56737
SMB,WB,T,1989,72,6,261,1.8281,3.50592,4.27736,5.03274,5.71236,6.74134,NA,NA,NA,NA,NA,NA,7.84366
SMB,WB,T,1989,19,6,261,1.38909,2.54696,3.45463,4.31628,5.514,6.92391,NA,NA,NA,NA,NA,NA,8.31838
SMB,WB,T,1989,34,6,269,1.54304,3.10749,4.33142,5.4244,6.92595,8.5654,NA,NA,NA,NA,NA,NA,9.09288
SMB,WB,T,1989,41,6,260,1.44707,2.69109,3.32792,4.16181,5.36358,6.7081,NA,NA,NA,NA,NA,NA,8.00401
SMB,WB,T,1989,64,6,269,1.47167,2.31531,3.10466,4.01587,4.99778,6.92117,NA,NA,NA,NA,NA,NA,7.58855
SMB,WB,T,1989,80,6,263,1.21022,2.31595,2.92989,3.82554,5.08031,6.16833,NA,NA,NA,NA,NA,NA,7.73843
SMB,WB,T,1989,50,6,260,1.45599,2.69894,3.36907,4.09586,4.96799,6.17639,NA,NA,NA,NA,NA,NA,6.9814
SMB,WB,T,1989,61,6,279,1.14855,2.34185,3.25824,3.98911,5.44814,7.34445,NA,NA,NA,NA,NA,NA,8.4478
SMB,WB,T,1989,24,6,273,1.62262,2.73703,3.59166,4.29429,5.16237,6.13328,NA,NA,NA,NA,NA,NA,7.88975
SMB,WB,T,1989,8,6,271,0.98134,1.9751,2.79037,3.88437,4.99047,6.67401,NA,NA,NA,NA,NA,NA,8.24368
SMB,WB,T,1989,103,6,278,1.41383,2.80743,4.15208,5.10007,5.99163,7.18377,NA,NA,NA,NA,NA,NA,8.38152
SMB,WB,T,1989,22,6,320,1.56269,3.33963,4.62878,6.04688,7.56193,9.37857,NA,NA,NA,NA,NA,NA,10.56386
SMB,WB,T,1989,18,6,333,1.75693,3.16595,3.97985,5.46704,7.28073,10.09308,NA,NA,NA,NA,NA,NA,11.01409
SMB,WB,T,1989,5,6,291,1.1011,2.25874,3.07113,3.85001,4.85742,6.04846,NA,NA,NA,NA,NA,NA,7.63378
SMB,WB,E,1988,69,7,328,1.23033,2.93656,4.48116,6.9148,10.23751,12.02457,14.70967,NA,NA,NA,NA,NA,14.70967
SMB,WB,E,1989,31,7,192,1.07573,2.00704,3.05877,3.84523,4.26564,4.94537,5.51572,NA,NA,NA,NA,NA,5.51572
SMB,WB,E,1989,64,7,218,1.64382,3.07856,3.98779,4.71195,5.32367,5.86819,6.27809,NA,NA,NA,NA,NA,6.27809
SMB,WB,E,1989,66,7,252,1.45796,2.90581,3.89511,4.76885,5.55879,6.33858,7.13232,NA,NA,NA,NA,NA,7.13232
SMB,WB,E,1989,20,7,249,1.36415,2.89576,4.03386,5.23036,6.42671,7.02995,7.80844,NA,NA,NA,NA,NA,7.80844
SMB,WB,E,1989,58,7,264,1.78234,3.41241,4.40663,5.1405,5.70229,6.3082,7.45079,NA,NA,NA,NA,NA,7.45079
SMB,WB,E,1990,376,7,214,1.02621,1.93058,2.58,3.24923,4.05444,4.7392,5.34522,NA,NA,NA,NA,NA,5.34522
SMB,WB,E,1990,377,7,244,1.14855,2.40505,3.43185,4.32332,5.25482,6.3684,7.32901,NA,NA,NA,NA,NA,7.32901
SMB,WB,E,1990,757,7,277,1.25305,2.80196,3.72465,4.85292,6.14629,7.34918,8.97699,NA,NA,NA,NA,NA,8.97699
SMB,WB,E,1990,758,7,219,1.17614,2.31181,2.94361,3.72269,4.44783,5.57412,6.56945,NA,NA,NA,NA,NA,6.56945
SMB,WB,E,1990,382,7,225,1.33285,2.42372,3.0427,3.79372,4.86226,5.74919,6.47536,NA,NA,NA,NA,NA,6.47536
SMB,WB,E,1990,702,7,264,1.37246,2.79585,3.59899,4.34548,5.20161,6.25225,7.58069,NA,NA,NA,NA,NA,7.58069
SMB,WB,E,1990,404,7,253,1.3938,3.00107,3.8728,5.09092,6.18391,7.20042,7.70956,NA,NA,NA,NA,NA,7.70962
SMB,WB,E,1990,403,7,252,1.28265,2.2125,3.14354,3.76739,4.44517,5.26172,5.72765,NA,NA,NA,NA,NA,5.72765
SMB,WB,E,1990,398,7,256,1.00199,2.33783,3.28079,4.10181,5.26738,6.20884,7.47717,NA,NA,NA,NA,NA,7.47717
SMB,WB,E,1990,440,7,243,1.53736,2.93901,3.5234,4.18521,4.80768,5.72087,6.84415,NA,NA,NA,NA,NA,6.84415
SMB,WB,E,1990,374,7,243,1.01672,2.39296,3.47635,4.37718,5.18976,6.09176,7.57375,NA,NA,NA,NA,NA,7.57375
SMB,WB,E,1990,441,7,234,1.225,2.25358,3.1514,4.02963,4.89281,5.6856,6.55032,NA,NA,NA,NA,NA,6.55032
SMB,WB,E,1990,475,7,231,1.19465,2.60664,3.42349,4.28094,5.28488,6.37691,7.51913,NA,NA,NA,NA,NA,7.51913
SMB,WB,E,1990,711,7,266,1.81711,3.13274,3.83534,4.68058,5.57507,6.87125,8.66516,NA,NA,NA,NA,NA,8.66516
SMB,WB,E,1990,727,7,256,1.45441,2.43874,3.14327,3.91643,4.83611,5.98278,7.16672,NA,NA,NA,NA,NA,7.16672
SMB,WB,E,1990,726,7,260,1.55702,2.69583,3.71475,4.79269,5.96363,7.29387,8.39118,NA,NA,NA,NA,NA,8.39118
SMB,WB,E,1990,715,7,230,1.25431,2.31356,3.15192,4.00852,4.98475,5.94243,7.12913,NA,NA,NA,NA,NA,7.12913
SMB,WB,E,1990,713,7,266,1.44672,2.50171,3.54435,4.61491,5.89219,7.11323,8.67631,NA,NA,NA,NA,NA,8.67631
SMB,WB,E,1990,747,7,265,1.60007,2.73077,3.64117,4.69335,5.81528,7.04454,7.84295,NA,NA,NA,NA,NA,7.84295
SMB,WB,E,1990,737,7,254,1.28623,2.63416,3.66994,4.74968,5.72594,6.67827,7.67879,NA,NA,NA,NA,NA,7.67879
SMB,WB,E,1990,736,7,259,1.58371,3.03552,3.94019,4.61339,5.73302,7.04833,7.8154,NA,NA,NA,NA,NA,7.8154
SMB,WB,E,1990,423,7,274,1.13708,2.34412,3.01791,4.02261,5.4979,7.358,8.63931,NA,NA,NA,NA,NA,8.63931
SMB,WB,E,1990,380,7,272,1.27902,2.75361,3.70595,4.73186,5.58416,7.06643,8.77933,NA,NA,NA,NA,NA,8.77933
SMB,WB,E,1990,396,7,278,1.50631,3.1145,4.51154,5.45152,6.4983,7.55738,9.06803,NA,NA,NA,NA,NA,9.06803
SMB,WB,E,1990,387,7,262,1.20117,2.41691,3.35367,3.99816,4.5658,5.2054,6.20853,NA,NA,NA,NA,NA,6.20853
SMB,WB,E,1990,384,7,261,1.58667,2.69505,3.53521,4.56936,5.74683,7.07048,8.36116,NA,NA,NA,NA,NA,8.36116
SMB,WB,E,1990,698,7,264,1.42654,2.861,3.62943,4.36465,5.59161,7.20624,7.76545,NA,NA,NA,NA,NA,7.76545
SMB,WB,E,1990,706,7,268,1.47798,2.87304,3.77518,4.79998,5.6118,6.93896,7.96227,NA,NA,NA,NA,NA,7.96227
SMB,WB,E,1990,703,7,265,1.32899,2.6891,3.69566,4.6904,6.56561,7.60626,8.90568,NA,NA,NA,NA,NA,8.90568
SMB,WB,E,1990,738,7,276,1.37097,2.70327,4.00315,4.81209,6.1089,7.31818,8.49985,NA,NA,NA,NA,NA,8.49985
SMB,WB,E,1990,723,7,277,1.58468,3.08572,4.19836,5.14196,6.65014,8.34618,8.88139,NA,NA,NA,NA,NA,8.88139
SMB,WB,E,1990,749,7,283,1.38386,2.66009,3.5842,4.43966,5.71022,7.2511,8.87432,NA,NA,NA,NA,NA,8.87432
SMB,WB,E,1990,746,7,283,1.81401,2.94461,3.95616,5.12397,6.24772,7.72536,8.54091,NA,NA,NA,NA,NA,8.54091
SMB,WB,E,1990,719,7,280,1.4274,2.73729,3.69777,4.73945,6.06496,7.43801,9.03015,NA,NA,NA,NA,NA,9.03015
