ID,len,age
1894,95,7
1895,97,NA
1896,98,NA
1897,95,NA
1898,96,NA
1899,97,NA
1900,97,NA
1901,97,NA
1902,95,NA
1903,98,NA
1904,97,NA
1905,99,NA
1906,98,NA
1907,95,NA
1908,98,NA
1909,97,NA
1910,96,NA
1911,95,NA
1912,97,NA
1913,97,NA
1914,97,NA
1915,96,7
1916,98,NA
1917,99,NA
1918,98,NA
1919,96,NA
1920,99,NA
1921,99,7
1922,96,NA
1923,97,NA
1924,95,NA
1925,96,NA
1926,96,NA
1927,95,NA
1928,99,NA
1929,97,7
1930,98,NA
1931,97,NA
1932,99,NA
1933,95,NA
1934,99,NA
1935,99,NA
1936,98,NA
1937,97,NA
1938,97,NA
1939,97,NA
1940,96,NA
1941,96,NA
1942,98,7
1943,98,NA
1944,96,NA
1945,95,NA
1946,97,NA
1947,96,NA
1948,95,NA
1949,98,NA
1950,96,NA
1951,96,NA
1952,96,NA
1953,100,NA
1954,103,NA
1955,101,NA
1956,102,NA
1957,103,7
1958,104,NA
1959,103,7
1960,104,NA
1961,103,NA
1962,100,NA
1963,101,NA
1964,102,NA
1965,103,NA
1966,101,NA
1967,103,NA
1968,102,NA
1969,102,NA
1970,102,7
1971,100,NA
1972,104,NA
1973,101,NA
1974,103,NA
1975,103,NA
1976,102,NA
1977,103,7
1978,102,NA
1979,100,NA
1980,103,NA
1981,101,NA
1982,103,NA
1983,101,NA
1984,102,NA
1985,103,NA
1986,102,NA
1987,103,NA
1988,104,NA
1989,101,NA
1990,103,7
1991,104,NA
1992,103,NA
1993,103,NA
1994,104,NA
1995,101,NA
1996,103,NA
1997,104,NA
1998,104,NA
1999,102,NA
2000,101,NA
2001,101,NA
2002,102,NA
2003,104,NA
2004,102,NA
2005,103,NA
2006,103,7
2007,104,NA
2008,102,NA
2009,100,NA
2010,103,NA
2011,103,NA
2012,103,NA
2013,101,NA
2014,101,NA
2015,102,NA
2016,101,7
2017,102,NA
2018,102,NA
2019,101,NA
2020,101,NA
2021,102,NA
2022,102,NA
2023,102,NA
2024,101,NA
2025,100,NA
2026,103,NA
2027,103,NA
2028,101,NA
2029,104,NA
2030,101,NA
2031,104,NA
2032,102,7
2033,102,NA
2034,102,NA
2035,101,NA
2036,103,NA
2037,100,7
2038,102,NA
2039,103,NA
2040,102,NA
2041,101,NA
2042,102,NA
2043,103,7
2044,103,NA
2045,104,NA
2046,100,NA
2047,100,NA
2048,102,NA
2049,101,NA
2050,102,NA
2051,103,NA
2052,103,NA
2053,103,NA
2054,101,NA
2055,106,NA
2056,107,7
2057,109,NA
2058,108,NA
2059,106,NA
2060,109,NA
2061,108,NA
2062,106,NA
2063,107,NA
2064,109,NA
2065,105,NA
2066,107,NA
2067,107,NA
2068,108,NA
2069,108,NA
2070,105,NA
2071,106,NA
2072,107,NA
2073,107,NA
2074,106,NA
2075,108,NA
2076,108,NA
2077,108,NA
2078,109,NA
2079,108,7
2080,108,NA
2081,113,NA
2082,111,7
2083,113,NA
2084,85,NA
2085,91,NA
2086,93,8
2087,93,NA
2088,93,NA
2089,92,NA
2090,90,NA
2091,91,NA
2092,93,8
2093,91,NA
2094,91,NA
2095,95,NA
2096,97,NA
2097,98,NA
2098,97,NA
2099,95,NA
2100,96,8
2101,97,NA
2102,95,NA
2103,95,NA
2104,97,NA
2105,97,NA
2106,99,NA
2107,95,NA
2108,99,8
2109,98,NA
2110,98,NA
2111,98,8
2112,97,NA
2113,95,NA
2114,97,NA
2115,98,NA
2116,95,NA
2117,99,NA
2118,96,NA
2119,96,NA
2120,98,NA
2121,95,NA
2122,98,NA
2123,96,NA
2124,98,NA
2125,96,NA
2126,97,NA
2127,95,NA
2128,96,NA
2129,98,NA
2130,97,NA
2131,98,NA
2132,98,NA
2133,101,NA
2134,100,NA
2135,101,NA
2136,102,NA
2137,100,NA
2138,101,NA
2139,103,NA
2140,102,NA
2141,103,NA
2142,102,NA
2143,103,NA
2144,104,NA
2145,101,NA
2146,100,NA
2147,101,NA
2148,102,NA
2149,103,NA
2150,100,NA
2151,101,NA
2152,102,NA
2153,100,NA
2154,102,NA
2155,102,NA
2156,101,NA
2157,101,8
2158,101,8
2159,103,NA
2160,102,NA
2161,101,NA
2162,103,NA
2163,103,NA
2164,101,NA
2165,102,NA
2166,102,NA
2167,100,NA
2168,102,NA
2169,104,NA
2170,101,NA
2171,104,NA
2172,103,NA
2173,101,NA
2174,103,NA
2175,101,NA
2176,102,NA
2177,103,NA
2178,100,NA
2179,102,NA
2180,101,NA
2181,103,NA
2182,103,NA
2183,104,NA
2184,103,NA
2185,100,8
2186,101,NA
2187,103,NA
2188,104,NA
2189,104,NA
2190,101,NA
2191,103,NA
2192,104,NA
2193,100,NA
2194,108,NA
2195,107,NA
2196,105,NA
2197,107,NA
2198,107,NA
2199,106,NA
2200,108,NA
2201,107,NA
2202,106,NA
2203,108,NA
2204,109,NA
2205,105,NA
2206,109,NA
2207,106,NA
2208,109,NA
2209,107,NA
2210,107,8
2211,108,NA
2212,107,NA
2213,108,8
2214,107,NA
2215,106,NA
2216,108,NA
2217,106,NA
2218,109,NA
2219,107,NA
2220,108,NA
2221,107,NA
2222,107,NA
2223,107,NA
2224,106,NA
2225,108,8
2226,108,NA
2227,106,NA
2228,109,NA
2229,108,NA
2230,108,NA
2231,107,NA
2232,110,NA
2233,112,NA
2234,112,NA
2235,112,NA
2236,113,NA
2237,113,NA
2238,111,NA
2239,111,NA
2240,113,NA
2241,113,8
2242,117,NA
2243,90,NA
2244,91,NA
2245,93,NA
2246,92,NA
2247,91,NA
2248,97,NA
2249,99,NA
2250,98,NA
2251,97,NA
2252,98,NA
2253,96,NA
2254,98,NA
2255,97,NA
2256,99,NA
2257,98,NA
2258,95,NA
2259,96,NA
2260,99,NA
2261,95,NA
2262,98,NA
2263,97,NA
2264,97,NA
2265,99,NA
2266,98,NA
2267,103,NA
2268,103,NA
2269,103,NA
2270,102,NA
2271,104,NA
2272,102,NA
2273,101,NA
2274,103,9
2275,100,9
2276,103,NA
2277,102,NA
2278,103,NA
2279,102,NA
2280,103,NA
2281,102,NA
2282,101,NA
2283,104,9
2284,100,NA
2285,103,NA
2286,104,NA
2287,102,NA
2288,101,NA
2289,102,NA
2290,103,9
2291,100,NA
2292,102,9
2293,101,NA
2294,104,NA
2295,102,NA
2296,104,NA
2297,107,NA
2298,106,NA
2299,106,NA
2300,106,9
2301,108,NA
2302,105,NA
2303,109,NA
2304,107,NA
2305,105,NA
2306,109,NA
2307,106,NA
2308,106,NA
2309,105,NA
2310,108,NA
2311,107,NA
2312,108,NA
2313,105,NA
2314,107,NA
2315,108,NA
2316,114,NA
2317,113,NA
2318,111,NA
2319,110,9
2320,111,NA
2321,96,10
2322,96,NA
2323,95,NA
2324,100,NA
2325,103,NA
2326,102,NA
2327,102,NA
2328,102,NA
2329,103,NA
2330,103,NA
2331,103,NA
2332,101,NA
2333,103,NA
2334,102,NA
2335,109,NA
2336,106,NA
2337,108,NA
2338,106,NA
2339,107,NA
2340,107,NA
2341,106,NA
2342,105,NA
2343,108,NA
2344,109,NA
2345,108,NA
2346,107,NA
2347,107,NA
2348,107,NA
2349,109,NA
2350,108,NA
2351,107,10
2352,105,NA
2353,111,NA
2354,110,NA
2355,112,10
2356,113,NA
2357,112,NA
2358,110,NA
2359,111,NA
2360,112,NA
2361,111,NA
2362,112,NA
2363,111,NA
2364,117,NA
2365,119,10
2366,116,10
2367,101,NA
2368,105,NA
2369,113,11
